date,meal_period,restaurant_covers,event_indicator,occupancy_rate,number_of_items,dish_category,dishwasher_cycles,cycle_duration_minutes,items_per_rack,washing_time_minutes,waiting_time_minutes,rewash_required,items_rejected,damaged_items,dishwasher_utilization,staff_available,water_consumption_liters,detergent_consumption_ml,season,day_of_week,peak_period
2025-03-05,Dinner,97,False,0.746,211,Plates,9,2.06,24,18.5,8.0,True,11,0,0.939,3,54.1,87.0,Spring,Wednesday,True
2025-03-05,Dinner,97,False,0.746,130,Glassware,7,2.26,20,15.8,6.9,True,3,0,0.762,3,35.0,71.7,Spring,Wednesday,True
2025-03-05,Dinner,97,False,0.746,270,Cutlery,6,1.93,45,11.6,0.0,True,7,0,0.599,3,44.2,85.2,Spring,Wednesday,True
2025-03-05,Dinner,97,False,0.746,22,Cookware,3,2.35,10,7.0,3.7,False,0,0,0.268,3,13.3,23.1,Spring,Wednesday,True
2025-03-06,Breakfast,64,False,0.761,133,Plates,6,2.12,24,12.7,2.7,True,2,0,0.484,3,34.1,52.6,Spring,Thursday,False
2025-03-06,Breakfast,64,False,0.761,90,Glassware,5,2.25,20,11.3,4.0,True,1,0,0.418,3,26.1,42.7,Spring,Thursday,False
2025-03-06,Breakfast,64,False,0.761,174,Cutlery,4,2.1,45,8.4,0.0,True,1,0,0.335,3,29.5,34.3,Spring,Thursday,False
2025-03-06,Breakfast,64,False,0.761,20,Cookware,2,2.57,10,5.1,1.4,False,0,0,0.25,3,8.9,21.6,Spring,Thursday,False
2025-03-06,Lunch,53,False,0.761,125,Plates,6,1.82,24,10.9,1.2,True,3,0,0.391,3,30.9,55.3,Spring,Thursday,False
2025-03-06,Lunch,53,False,0.761,70,Glassware,4,2.28,20,9.1,3.8,True,1,0,0.329,3,20.5,32.1,Spring,Thursday,False
2025-03-06,Lunch,53,False,0.761,150,Cutlery,4,2.05,45,8.2,1.8,True,3,1,0.281,3,26.7,42.4,Spring,Thursday,False
2025-03-06,Lunch,53,False,0.761,7,Cookware,1,2.45,10,2.4,0.8,False,0,0,0.25,3,4.1,10.1,Spring,Thursday,False
2025-03-06,Dinner,92,False,0.761,205,Plates,9,2.23,24,20.0,9.9,True,3,0,0.986,3,48.6,95.5,Spring,Thursday,True
2025-03-06,Dinner,92,False,0.761,127,Glassware,7,1.93,20,13.5,4.6,True,2,1,0.635,3,36.0,77.8,Spring,Thursday,True
2025-03-06,Dinner,92,False,0.761,247,Cutlery,6,1.99,45,11.9,3.3,True,1,0,0.567,3,43.1,69.0,Spring,Thursday,True
2025-03-06,Dinner,92,False,0.761,22,Cookware,3,2.15,10,6.4,0.0,True,1,0,0.25,3,13.3,28.5,Spring,Thursday,True
2025-03-07,Breakfast,66,False,0.662,143,Plates,6,2.1,24,12.6,7.7,True,4,0,0.514,3,33.3,59.0,Spring,Friday,False
2025-03-07,Breakfast,66,False,0.662,79,Glassware,4,2.15,20,8.6,0.8,True,2,0,0.349,3,20.9,39.8,Spring,Friday,False
2025-03-07,Breakfast,66,False,0.662,187,Cutlery,5,2.04,45,10.2,6.9,True,3,0,0.35,3,32.0,39.6,Spring,Friday,False
2025-03-07,Breakfast,66,False,0.662,8,Cookware,1,2.58,10,2.6,4.9,True,2,0,0.25,3,4.6,10.0,Spring,Friday,False
2025-03-07,Lunch,47,False,0.662,103,Plates,5,2.19,24,10.9,6.9,True,1,0,0.386,3,27.3,48.9,Spring,Friday,False
2025-03-07,Lunch,47,False,0.662,58,Glassware,3,2.14,20,6.4,3.8,True,1,0,0.255,3,16.8,28.2,Spring,Friday,False
2025-03-07,Lunch,47,False,0.662,128,Cutlery,3,2.31,45,6.9,5.1,False,0,0,0.27,3,20.4,31.5,Spring,Friday,False
2025-03-07,Lunch,47,False,0.662,12,Cookware,2,2.44,10,4.9,6.1,True,1,0,0.25,3,7.7,19.6,Spring,Friday,False
2025-03-07,Dinner,75,False,0.662,162,Plates,7,2.11,24,14.8,6.3,True,2,2,0.738,3,37.2,64.0,Spring,Friday,True
2025-03-07,Dinner,75,False,0.662,113,Glassware,6,1.82,20,10.9,3.2,True,1,0,0.534,3,32.5,72.1,Spring,Friday,True
2025-03-07,Dinner,75,False,0.662,212,Cutlery,5,2.23,45,11.2,3.3,True,5,0,0.545,3,35.8,37.7,Spring,Friday,True
2025-03-07,Dinner,75,False,0.662,7,Cookware,1,2.3,10,2.3,2.8,False,0,0,0.25,3,4.4,9.5,Spring,Friday,True
2025-03-08,Breakfast,78,False,0.761,173,Plates,8,2.25,24,18.0,0.0,True,5,0,0.667,3,43.5,79.7,Spring,Saturday,False
2025-03-08,Breakfast,78,False,0.761,110,Glassware,6,2.07,20,12.4,7.8,True,3,0,0.469,3,33.3,61.5,Spring,Saturday,False
2025-03-08,Breakfast,78,False,0.761,227,Cutlery,6,2.13,45,12.8,6.8,True,6,0,0.441,3,41.0,68.8,Spring,Saturday,False
2025-03-08,Breakfast,78,False,0.761,17,Cookware,2,2.56,10,5.1,6.1,True,1,0,0.25,3,8.8,18.1,Spring,Saturday,False
2025-03-08,Lunch,54,False,0.761,111,Plates,5,2.0,24,10.0,1.6,False,0,0,0.381,3,29.5,52.6,Spring,Saturday,False
2025-03-08,Lunch,54,False,0.761,77,Glassware,4,2.17,20,8.7,4.6,True,5,0,0.344,3,22.2,43.0,Spring,Saturday,False
2025-03-08,Lunch,54,False,0.761,148,Cutlery,4,1.97,45,7.9,2.8,True,3,0,0.267,3,27.7,37.0,Spring,Saturday,False
2025-03-08,Lunch,54,False,0.761,7,Cookware,1,2.43,10,2.4,3.3,False,0,0,0.25,3,4.4,10.4,Spring,Saturday,False
2025-03-08,Dinner,83,False,0.761,183,Plates,8,2.06,24,16.5,1.6,True,1,0,0.815,3,43.9,86.2,Spring,Saturday,True
2025-03-08,Dinner,83,False,0.761,111,Glassware,6,2.03,20,12.2,3.9,True,5,0,0.583,3,34.2,56.8,Spring,Saturday,True
2025-03-08,Dinner,83,False,0.761,229,Cutlery,6,1.81,45,10.9,5.8,True,3,0,0.479,3,41.1,65.5,Spring,Saturday,True
2025-03-08,Dinner,83,False,0.761,12,Cookware,2,2.41,10,4.8,8.1,True,1,0,0.25,3,9.0,15.3,Spring,Saturday,True
2025-03-09,Breakfast,79,True,0.682,158,Plates,7,2.06,24,14.4,6.2,True,2,1,0.56,4,37.1,72.6,Spring,Sunday,True
2025-03-09,Breakfast,79,True,0.682,93,Glassware,5,1.99,20,10.0,10.0,True,1,0,0.381,4,25.9,59.6,Spring,Sunday,True
2025-03-09,Breakfast,79,True,0.682,211,Cutlery,5,2.23,45,11.1,7.6,True,4,0,0.43,4,35.3,54.6,Spring,Sunday,True
2025-03-09,Breakfast,79,True,0.682,20,Cookware,2,2.36,10,4.7,9.1,True,1,0,0.25,4,9.4,19.3,Spring,Sunday,True
2025-03-09,Lunch,54,True,0.682,123,Plates,6,2.13,24,12.8,14.9,True,1,0,0.45,4,31.0,59.4,Spring,Sunday,True
2025-03-09,Lunch,54,True,0.682,70,Glassware,4,1.88,20,7.5,14.7,True,1,0,0.271,4,22.2,37.7,Spring,Sunday,True
2025-03-09,Lunch,54,True,0.682,148,Cutlery,4,2.07,45,8.3,9.8,True,3,0,0.28,4,27.7,41.6,Spring,Sunday,True
2025-03-09,Lunch,54,True,0.682,11,Cookware,2,2.5,10,5.0,16.1,False,0,0,0.25,4,8.5,25.0,Spring,Sunday,True
2025-03-09,Dinner,106,True,0.682,232,Plates,10,2.13,24,21.3,15.9,True,6,0,1.066,4,55.2,116.9,Spring,Sunday,True
2025-03-09,Dinner,106,True,0.682,154,Glassware,8,2.08,20,16.6,13.4,True,3,0,0.83,4,43.0,85.1,Spring,Sunday,True
2025-03-09,Dinner,106,True,0.682,292,Cutlery,7,2.12,45,14.9,8.3,True,8,1,0.714,4,54.8,86.8,Spring,Sunday,True
2025-03-09,Dinner,106,True,0.682,25,Cookware,3,2.23,10,6.7,6.0,False,0,0,0.289,4,13.6,30.1,Spring,Sunday,True
2025-03-10,Breakfast,69,False,0.689,135,Plates,6,2.18,24,13.1,1.4,True,5,1,0.506,3,37.6,67.2,Spring,Monday,False
2025-03-10,Breakfast,69,False,0.689,101,Glassware,6,2.21,20,13.3,7.6,True,2,1,0.46,3,32.3,66.3,Spring,Monday,False
2025-03-10,Breakfast,69,False,0.689,196,Cutlery,5,2.28,45,11.4,5.5,True,2,0,0.409,3,35.4,35.4,Spring,Monday,False
2025-03-10,Breakfast,69,False,0.689,15,Cookware,2,2.53,10,5.1,0.0,False,0,0,0.25,3,8.1,18.1,Spring,Monday,False
2025-03-10,Lunch,53,False,0.689,107,Plates,5,2.17,24,10.8,1.4,True,3,0,0.398,3,26.8,49.1,Spring,Monday,False
2025-03-10,Lunch,53,False,0.689,79,Glassware,4,2.04,20,8.2,0.0,True,2,0,0.331,3,22.0,49.7,Spring,Monday,False
2025-03-10,Lunch,53,False,0.689,152,Cutlery,4,1.94,45,7.8,3.4,True,4,0,0.27,3,26.8,34.2,Spring,Monday,False
2025-03-10,Lunch,53,False,0.689,17,Cookware,2,2.52,10,5.0,2.7,False,0,0,0.25,3,8.3,23.5,Spring,Monday,False
2025-03-10,Dinner,85,False,0.689,187,Plates,8,2.27,24,18.1,5.2,True,2,0,0.916,3,45.4,85.9,Spring,Monday,True
2025-03-10,Dinner,85,False,0.689,112,Glassware,6,2.26,20,13.6,0.5,True,2,0,0.658,3,31.3,62.0,Spring,Monday,True
2025-03-10,Dinner,85,False,0.689,224,Cutlery,5,2.11,45,10.5,0.0,True,10,0,0.544,3,36.1,48.4,Spring,Monday,True
2025-03-10,Dinner,85,False,0.689,33,Cookware,4,2.48,10,9.9,10.7,True,2,0,0.424,3,18.9,42.7,Spring,Monday,True
2025-03-11,Breakfast,96,False,0.746,206,Plates,9,1.93,24,17.4,0.4,True,2,1,0.683,3,51.9,92.7,Spring,Tuesday,False
2025-03-11,Breakfast,96,False,0.746,127,Glassware,7,2.09,20,14.6,6.6,True,2,0,0.547,3,36.0,74.2,Spring,Tuesday,False
2025-03-11,Breakfast,96,False,0.746,273,Cutlery,7,2.33,45,16.3,1.5,True,5,1,0.582,3,46.0,61.1,Spring,Tuesday,False
2025-03-11,Breakfast,96,False,0.746,31,Cookware,4,2.7,10,10.8,3.8,True,1,0,0.345,3,17.9,43.4,Spring,Tuesday,False
2025-03-11,Lunch,45,False,0.746,101,Plates,5,2.06,24,10.3,0.0,True,2,0,0.356,3,26.4,50.0,Spring,Tuesday,False
2025-03-11,Lunch,45,False,0.746,62,Glassware,4,2.44,20,9.8,4.5,False,0,0,0.312,3,20.8,45.5,Spring,Tuesday,False
2025-03-11,Lunch,45,False,0.746,128,Cutlery,3,2.17,45,6.5,0.0,True,4,0,0.254,3,21.1,28.7,Spring,Tuesday,False
2025-03-11,Lunch,45,False,0.746,5,Cookware,1,2.54,10,2.5,5.5,True,2,0,0.25,3,4.3,10.5,Spring,Tuesday,False
2025-03-11,Dinner,94,False,0.746,209,Plates,9,1.96,24,17.6,7.4,True,5,2,0.885,3,49.6,90.3,Spring,Tuesday,True
2025-03-11,Dinner,94,False,0.746,131,Glassware,7,2.29,20,16.0,0.0,True,3,1,0.778,3,35.2,68.1,Spring,Tuesday,True
2025-03-11,Dinner,94,False,0.746,251,Cutlery,6,2.0,45,12.0,7.0,True,2,0,0.579,3,43.1,63.0,Spring,Tuesday,True
2025-03-11,Dinner,94,False,0.746,19,Cookware,2,2.49,10,5.0,0.0,True,2,0,0.25,3,8.7,17.3,Spring,Tuesday,True
2025-03-12,Breakfast,68,False,0.735,153,Plates,7,1.99,24,13.9,6.9,True,3,0,0.523,3,38.6,53.9,Spring,Wednesday,False
2025-03-12,Breakfast,68,False,0.735,93,Glassware,5,2.39,20,12.0,3.1,True,4,0,0.458,3,26.3,59.6,Spring,Wednesday,False
2025-03-12,Breakfast,68,False,0.735,181,Cutlery,5,2.23,45,11.1,8.4,True,3,0,0.369,3,34.8,54.1,Spring,Wednesday,False
2025-03-12,Breakfast,68,False,0.735,5,Cookware,1,2.66,10,2.7,0.0,False,0,0,0.25,3,4.2,12.6,Spring,Wednesday,False
2025-03-12,Lunch,46,False,0.735,93,Plates,4,2.16,24,8.6,0.0,False,0,0,0.344,3,21.9,44.3,Spring,Wednesday,False
2025-03-12,Lunch,46,False,0.735,63,Glassware,4,2.04,20,8.2,3.9,True,2,0,0.265,3,19.4,39.2,Spring,Wednesday,False
2025-03-12,Lunch,46,False,0.735,124,Cutlery,3,2.11,45,6.3,3.5,True,3,0,0.25,3,20.5,30.8,Spring,Wednesday,False
2025-03-12,Lunch,46,False,0.735,12,Cookware,2,2.48,10,5.0,0.2,False,0,0,0.25,3,8.2,18.4,Spring,Wednesday,False
2025-03-12,Dinner,93,False,0.735,203,Plates,9,1.67,24,15.0,3.5,True,3,0,0.732,3,46.1,79.0,Spring,Wednesday,True
2025-03-12,Dinner,93,False,0.735,130,Glassware,7,2.13,20,14.9,7.3,True,1,0,0.718,3,36.3,73.8,Spring,Wednesday,True
2025-03-12,Dinner,93,False,0.735,268,Cutlery,6,1.96,45,11.8,0.7,True,6,1,0.605,3,42.9,60.0,Spring,Wednesday,True
2025-03-12,Dinner,93,False,0.735,24,Cookware,3,2.49,10,7.5,4.5,False,0,0,0.31,3,12.8,27.4,Spring,Wednesday,True
2025-03-13,Breakfast,80,False,0.656,174,Plates,8,1.99,24,15.9,5.0,True,2,0,0.594,3,42.3,77.7,Spring,Thursday,False
2025-03-13,Breakfast,80,False,0.656,111,Glassware,6,2.24,20,13.4,0.1,False,0,0,0.512,3,32.2,50.6,Spring,Thursday,False
2025-03-13,Breakfast,80,False,0.656,225,Cutlery,5,2.01,45,10.1,0.0,True,3,0,0.414,3,35.7,48.5,Spring,Thursday,False
2025-03-13,Breakfast,80,False,0.656,17,Cookware,2,2.68,10,5.4,4.8,True,2,0,0.25,3,9.1,18.7,Spring,Thursday,False
2025-03-13,Lunch,55,False,0.656,130,Plates,6,2.02,24,12.1,3.0,False,0,0,0.45,3,34.6,56.9,Spring,Thursday,False
2025-03-13,Lunch,55,False,0.656,77,Glassware,4,2.16,20,8.6,3.0,True,2,0,0.343,3,21.9,41.6,Spring,Thursday,False
2025-03-13,Lunch,55,False,0.656,150,Cutlery,4,2.04,45,8.2,4.7,True,3,0,0.28,3,26.5,43.6,Spring,Thursday,False
2025-03-13,Lunch,55,False,0.656,18,Cookware,2,2.51,10,5.0,3.6,True,1,0,0.25,3,9.3,22.8,Spring,Thursday,False
2025-03-13,Dinner,95,False,0.656,194,Plates,9,1.89,24,17.0,5.8,True,2,0,0.792,3,52.7,87.6,Spring,Thursday,True
2025-03-13,Dinner,95,False,0.656,141,Glassware,8,2.01,20,16.1,3.8,True,3,0,0.736,3,42.7,95.4,Spring,Thursday,True
2025-03-13,Dinner,95,False,0.656,270,Cutlery,6,2.29,45,13.7,1.3,True,6,1,0.712,3,44.5,75.5,Spring,Thursday,True
2025-03-13,Dinner,95,False,0.656,21,Cookware,3,2.38,10,7.1,2.1,False,0,0,0.259,3,13.2,30.8,Spring,Thursday,True
2025-03-14,Breakfast,64,False,0.712,142,Plates,6,1.98,24,11.9,7.1,False,0,0,0.484,3,34.3,65.1,Spring,Friday,False
2025-03-14,Breakfast,64,False,0.712,86,Glassware,5,1.93,20,9.6,3.6,True,2,0,0.341,3,27.6,44.7,Spring,Friday,False
2025-03-14,Breakfast,64,False,0.712,177,Cutlery,4,2.29,45,9.2,9.3,True,5,0,0.371,3,31.3,37.4,Spring,Friday,False
2025-03-14,Breakfast,64,False,0.712,12,Cookware,2,2.45,10,4.9,3.7,False,0,0,0.25,3,8.8,17.6,Spring,Friday,False
2025-03-14,Lunch,45,False,0.712,104,Plates,5,1.94,24,9.7,1.7,False,0,0,0.347,3,25.0,47.8,Spring,Friday,False
2025-03-14,Lunch,45,False,0.712,63,Glassware,4,2.22,20,8.9,6.9,True,2,0,0.288,3,20.3,29.8,Spring,Friday,False
2025-03-14,Lunch,45,False,0.712,123,Cutlery,3,2.18,45,6.5,1.8,True,4,0,0.25,3,20.8,31.4,Spring,Friday,False
2025-03-14,Lunch,45,False,0.712,12,Cookware,2,2.28,10,4.6,4.1,False,0,0,0.25,3,7.8,21.6,Spring,Friday,False
2025-03-14,Dinner,82,False,0.712,171,Plates,8,2.05,24,16.4,3.9,True,6,1,0.758,3,40.9,82.1,Spring,Friday,True
2025-03-14,Dinner,82,False,0.712,120,Glassware,6,2.1,20,12.6,4.4,True,9,0,0.655,3,35.8,72.1,Spring,Friday,True
2025-03-14,Dinner,82,False,0.712,239,Cutlery,6,2.21,45,13.3,1.1,True,8,0,0.609,3,41.0,56.3,Spring,Friday,True
2025-03-14,Dinner,82,False,0.712,21,Cookware,3,2.53,10,7.6,5.4,True,1,0,0.276,3,13.6,33.1,Spring,Friday,True
2025-03-15,Breakfast,62,False,0.769,137,Plates,6,1.99,24,11.9,5.2,True,4,0,0.467,3,34.6,60.8,Spring,Saturday,False
2025-03-15,Breakfast,62,False,0.769,97,Glassware,5,2.38,20,11.9,1.9,True,2,1,0.476,3,27.7,51.1,Spring,Saturday,False
2025-03-15,Breakfast,62,False,0.769,169,Cutlery,4,2.19,45,8.8,0.9,True,2,0,0.339,3,28.0,33.6,Spring,Saturday,False
2025-03-15,Breakfast,62,False,0.769,12,Cookware,2,2.36,10,4.7,1.8,False,0,0,0.25,3,8.0,17.4,Spring,Saturday,False
2025-03-15,Lunch,67,False,0.769,157,Plates,7,1.93,24,13.5,3.7,True,4,0,0.519,3,38.2,66.0,Spring,Saturday,False
2025-03-15,Lunch,67,False,0.769,97,Glassware,5,2.25,20,11.3,0.3,True,1,0,0.45,3,27.1,54.7,Spring,Saturday,False
2025-03-15,Lunch,67,False,0.769,186,Cutlery,5,2.08,45,10.4,5.8,True,5,0,0.354,3,32.3,48.0,Spring,Saturday,False
2025-03-15,Lunch,67,False,0.769,11,Cookware,2,2.77,10,5.5,1.9,False,0,0,0.25,3,7.4,19.4,Spring,Saturday,False
2025-03-15,Dinner,94,False,0.769,207,Plates,9,2.26,24,20.4,15.1,True,6,0,1.012,3,51.8,97.2,Spring,Saturday,True
2025-03-15,Dinner,94,False,0.769,135,Glassware,7,2.1,20,14.7,5.4,True,3,0,0.735,3,37.7,65.9,Spring,Saturday,True
2025-03-15,Dinner,94,False,0.769,273,Cutlery,7,2.14,45,15.0,0.0,True,4,0,0.673,3,48.5,72.5,Spring,Saturday,True
2025-03-15,Dinner,94,False,0.769,24,Cookware,3,2.43,10,7.3,4.0,False,0,0,0.302,3,14.1,31.2,Spring,Saturday,True
2025-03-16,Breakfast,74,False,0.726,166,Plates,7,2.09,24,14.6,0.0,True,5,0,0.596,3,40.3,80.3,Spring,Sunday,False
2025-03-16,Breakfast,74,False,0.726,103,Glassware,6,2.01,20,12.1,4.9,True,4,0,0.427,3,30.4,63.7,Spring,Sunday,False
2025-03-16,Breakfast,74,False,0.726,210,Cutlery,5,2.08,45,10.4,6.7,True,3,0,0.399,3,35.3,50.8,Spring,Sunday,False
2025-03-16,Breakfast,74,False,0.726,8,Cookware,1,2.49,10,2.5,4.6,False,0,0,0.25,3,4.4,11.1,Spring,Sunday,False
2025-03-16,Lunch,50,False,0.726,109,Plates,5,2.02,24,10.1,2.2,True,4,0,0.377,3,27.8,54.7,Spring,Sunday,False
2025-03-16,Lunch,50,False,0.726,70,Glassware,4,2.08,20,8.3,0.0,True,4,0,0.299,3,20.3,43.6,Spring,Sunday,False
2025-03-16,Lunch,50,False,0.726,137,Cutlery,4,2.02,45,8.1,3.0,True,3,0,0.253,3,26.5,40.9,Spring,Sunday,False
2025-03-16,Lunch,50,False,0.726,9,Cookware,1,2.14,10,2.1,2.0,False,0,0,0.25,3,3.9,11.2,Spring,Sunday,False
2025-03-16,Dinner,96,False,0.726,192,Plates,8,2.26,24,18.1,8.3,True,4,0,0.937,3,47.9,81.0,Spring,Sunday,True
2025-03-16,Dinner,96,False,0.726,142,Glassware,8,2.18,20,17.5,4.1,True,8,2,0.804,3,42.1,85.3,Spring,Sunday,True
2025-03-16,Dinner,96,False,0.726,269,Cutlery,6,2.41,45,14.5,10.4,True,1,0,0.747,3,43.0,65.2,Spring,Sunday,True
2025-03-16,Dinner,96,False,0.726,5,Cookware,1,2.32,10,2.3,2.8,False,0,0,0.25,3,3.6,8.3,Spring,Sunday,True
2025-03-17,Breakfast,70,False,0.668,158,Plates,7,2.3,24,16.1,3.2,True,1,1,0.624,3,37.9,70.5,Spring,Monday,False
2025-03-17,Breakfast,70,False,0.668,100,Glassware,5,2.0,20,10.0,2.5,True,3,0,0.411,3,27.1,58.6,Spring,Monday,False
2025-03-17,Breakfast,70,False,0.668,198,Cutlery,5,2.12,45,10.6,4.1,True,6,0,0.384,3,34.1,50.3,Spring,Monday,False
2025-03-17,Breakfast,70,False,0.668,19,Cookware,2,2.65,10,5.3,11.5,True,1,0,0.25,3,9.0,20.3,Spring,Monday,False
2025-03-17,Lunch,53,False,0.668,111,Plates,5,2.01,24,10.0,7.7,False,0,0,0.383,3,31.1,48.2,Spring,Monday,False
2025-03-17,Lunch,53,False,0.668,71,Glassware,4,2.22,20,8.9,0.0,False,0,0,0.325,3,20.5,37.2,Spring,Monday,False
2025-03-17,Lunch,53,False,0.668,149,Cutlery,4,1.98,45,7.9,0.0,False,0,0,0.27,3,27.2,36.1,Spring,Monday,False
2025-03-17,Lunch,53,False,0.668,10,Cookware,1,2.47,10,2.5,1.8,True,2,0,0.25,3,4.8,7.8,Spring,Monday,False
2025-03-17,Dinner,86,False,0.668,193,Plates,9,2.06,24,18.5,8.0,True,7,0,0.859,3,51.9,84.4,Spring,Monday,True
2025-03-17,Dinner,86,False,0.668,125,Glassware,7,1.84,20,12.9,0.0,True,1,1,0.598,3,34.0,62.6,Spring,Monday,True
2025-03-17,Dinner,86,False,0.668,234,Cutlery,6,2.05,45,12.3,0.0,True,3,0,0.552,3,39.7,59.7,Spring,Monday,True
2025-03-17,Dinner,86,False,0.668,22,Cookware,3,2.32,10,7.0,4.8,True,2,0,0.265,3,12.7,31.7,Spring,Monday,True
2025-03-18,Breakfast,83,False,0.627,181,Plates,8,2.13,24,17.1,4.0,True,3,0,0.663,3,48.7,82.9,Spring,Tuesday,False
2025-03-18,Breakfast,83,False,0.627,118,Glassware,6,2.1,20,12.6,4.3,True,3,0,0.51,3,31.2,58.4,Spring,Tuesday,False
2025-03-18,Breakfast,83,False,0.627,226,Cutlery,6,2.26,45,13.6,1.1,True,4,0,0.468,3,42.2,54.5,Spring,Tuesday,False
2025-03-18,Breakfast,83,False,0.627,5,Cookware,1,2.35,10,2.3,0.0,False,0,0,0.25,3,4.2,9.7,Spring,Tuesday,False
2025-03-18,Lunch,47,False,0.627,103,Plates,5,2.26,24,11.3,2.8,True,1,0,0.399,3,26.2,50.9,Spring,Tuesday,False
2025-03-18,Lunch,47,False,0.627,61,Glassware,4,1.95,20,7.8,0.0,False,0,0,0.25,3,19.6,42.6,Spring,Tuesday,False
2025-03-18,Lunch,47,False,0.627,131,Cutlery,3,2.17,45,6.5,2.4,True,2,0,0.261,3,22.2,32.8,Spring,Tuesday,False
2025-03-18,Lunch,47,False,0.627,13,Cookware,2,2.16,10,4.3,0.0,False,0,0,0.25,3,8.4,21.0,Spring,Tuesday,False
2025-03-18,Dinner,70,False,0.627,158,Plates,7,2.07,24,14.5,3.5,True,1,0,0.705,3,38.8,88.0,Spring,Tuesday,True
2025-03-18,Dinner,70,False,0.627,97,Glassware,5,2.02,20,10.1,3.2,True,2,1,0.508,3,27.4,45.3,Spring,Tuesday,True
2025-03-18,Dinner,70,False,0.627,197,Cutlery,5,2.1,45,10.5,5.3,True,2,0,0.477,3,34.0,59.6,Spring,Tuesday,True
2025-03-18,Dinner,70,False,0.627,14,Cookware,2,2.58,10,5.2,1.4,False,0,0,0.25,3,8.1,16.8,Spring,Tuesday,True
2025-03-19,Breakfast,74,False,0.727,169,Plates,8,1.95,24,15.6,0.0,True,2,0,0.565,3,43.0,85.5,Spring,Wednesday,False
2025-03-19,Breakfast,74,False,0.727,107,Glassware,6,1.81,20,10.9,8.6,True,3,0,0.399,3,30.4,43.9,Spring,Wednesday,False
2025-03-19,Breakfast,74,False,0.727,205,Cutlery,5,2.17,45,10.9,4.3,True,3,1,0.408,3,34.3,43.3,Spring,Wednesday,False
2025-03-19,Breakfast,74,False,0.727,17,Cookware,2,2.6,10,5.2,2.4,False,0,0,0.25,3,8.9,16.2,Spring,Wednesday,False
2025-03-19,Lunch,52,False,0.727,110,Plates,5,2.05,24,10.2,3.5,False,0,0,0.386,3,27.1,42.6,Spring,Wednesday,False
2025-03-19,Lunch,52,False,0.727,76,Glassware,4,2.13,20,8.5,5.8,True,2,0,0.333,3,19.9,35.0,Spring,Wednesday,False
2025-03-19,Lunch,52,False,0.727,145,Cutlery,4,2.34,45,9.3,5.4,True,4,0,0.31,3,27.1,38.0,Spring,Wednesday,False
2025-03-19,Lunch,52,False,0.727,9,Cookware,1,2.61,10,2.6,6.4,False,0,0,0.25,3,4.4,10.3,Spring,Wednesday,False
2025-03-19,Dinner,96,False,0.727,201,Plates,9,1.87,24,16.8,8.0,True,10,0,0.813,3,52.0,83.3,Spring,Wednesday,True
2025-03-19,Dinner,96,False,0.727,143,Glassware,8,2.14,20,17.1,6.5,False,0,0,0.792,3,39.3,91.2,Spring,Wednesday,True
2025-03-19,Dinner,96,False,0.727,267,Cutlery,6,2.03,45,12.2,0.0,True,4,2,0.625,3,41.9,57.6,Spring,Wednesday,True
2025-03-19,Dinner,96,False,0.727,22,Cookware,3,2.4,10,7.2,9.4,True,1,0,0.274,3,12.1,31.6,Spring,Wednesday,True
2025-03-20,Breakfast,87,False,0.792,191,Plates,8,2.25,24,18.0,5.2,True,4,2,0.738,3,45.6,85.9,Spring,Thursday,False
2025-03-20,Breakfast,87,False,0.792,123,Glassware,7,2.15,20,15.1,8.3,True,5,0,0.545,3,37.4,68.6,Spring,Thursday,False
2025-03-20,Breakfast,87,False,0.792,234,Cutlery,6,1.86,45,11.2,5.3,True,2,0,0.398,3,44.4,60.0,Spring,Thursday,False
2025-03-20,Breakfast,87,False,0.792,25,Cookware,3,2.26,10,6.8,5.1,True,3,0,0.25,3,13.3,25.8,Spring,Thursday,False
2025-03-20,Lunch,52,False,0.792,120,Plates,5,2.13,24,10.7,1.4,True,2,0,0.439,3,28.7,49.6,Spring,Thursday,False
2025-03-20,Lunch,52,False,0.792,71,Glassware,4,1.85,20,7.4,4.9,False,0,0,0.27,3,22.0,32.6,Spring,Thursday,False
2025-03-20,Lunch,52,False,0.792,150,Cutlery,4,1.96,45,7.8,0.0,True,3,1,0.269,3,27.8,40.9,Spring,Thursday,False
2025-03-20,Lunch,52,False,0.792,13,Cookware,2,2.25,10,4.5,5.3,False,0,0,0.25,3,7.7,17.1,Spring,Thursday,False
2025-03-20,Dinner,99,False,0.792,212,Plates,9,2.16,24,19.4,9.7,True,6,1,0.988,3,51.7,102.7,Spring,Thursday,True
2025-03-20,Dinner,99,False,0.792,141,Glassware,8,2.2,20,17.6,4.8,True,2,0,0.804,3,41.4,77.9,Spring,Thursday,True
2025-03-20,Dinner,99,False,0.792,261,Cutlery,6,1.97,45,11.8,3.5,True,6,2,0.594,3,43.7,55.8,Spring,Thursday,True
2025-03-20,Dinner,99,False,0.792,23,Cookware,3,2.5,10,7.5,6.7,False,0,0,0.298,3,12.7,33.3,Spring,Thursday,True
2025-03-21,Breakfast,75,False,0.735,166,Plates,7,1.99,24,14.0,6.4,True,3,0,0.568,3,40.0,72.7,Spring,Friday,False
2025-03-21,Breakfast,75,False,0.735,100,Glassware,5,2.19,20,11.0,3.7,False,0,0,0.451,3,27.9,52.4,Spring,Friday,False
